step,actor_loss,critic_loss,actor_grad_norm,weight_mean,weight_std
377,0.000000,0.000000,0.0000,0.0000,0.0000
382,0.000000,0.000000,0.0000,0.0000,0.0000
386,0.000000,0.000000,0.0000,0.0000,0.0000
390,0.000000,0.000000,0.0000,0.0000,0.0000
395,0.000000,0.000000,0.0000,0.0000,0.0000
400,0.000000,0.000000,0.0000,0.0000,0.0000
404,0.000000,0.000000,0.0000,0.0000,0.0000
409,0.000000,0.000000,0.0000,0.0000,0.0000
414,0.000000,0.000000,0.0000,0.0000,0.0000
419,0.000000,0.000000,0.0000,0.0000,0.0000
424,0.000000,0.000000,0.0000,0.0000,0.0000
429,0.000000,0.000000,0.0000,0.0000,0.0000
434,0.000000,0.000000,0.0000,0.0000,0.0000
439,0.000000,0.000000,0.0000,0.0000,0.0000
443,0.000000,0.000000,0.0000,0.0000,0.0000
448,0.000000,0.000000,0.0000,0.0000,0.0000
453,0.000000,0.000000,0.0000,0.0000,0.0000
458,0.000000,0.000000,0.0000,0.0000,0.0000
463,0.000000,0.000000,0.0000,0.0000,0.0000
468,0.000000,0.000000,0.0000,0.0000,0.0000
473,0.000000,0.000000,0.0000,0.0000,0.0000
477,0.000000,0.000000,0.0000,0.0000,0.0000
481,0.000000,0.000000,0.0000,0.0000,0.0000
486,0.000000,0.000000,0.0000,0.0000,0.0000
491,0.000000,0.000000,0.0000,0.0000,0.0000
496,0.000000,0.000000,0.0000,0.0000,0.0000
501,0.000000,0.000000,0.0000,0.0000,0.0000
506,0.000000,0.000000,0.0000,0.0000,0.0000
510,0.000000,0.000000,0.0000,0.0000,0.0000
515,0.000000,0.000000,0.0000,0.0000,0.0000
519,0.000000,0.000000,0.0000,0.0000,0.0000
524,0.000000,0.000000,0.0000,0.0000,0.0000
529,0.000000,0.000000,0.0000,0.0000,0.0000
534,0.000000,0.000000,0.0000,0.0000,0.0000
539,0.000000,0.000000,0.0000,0.0000,0.0000
544,0.000000,0.000000,0.0000,0.0000,0.0000
549,0.000000,0.000000,0.0000,0.0000,0.0000
554,0.000000,0.000000,0.0000,0.0000,0.0000
559,0.000000,0.000000,0.0000,0.0000,0.0000
564,0.000000,0.000000,0.0000,0.0000,0.0000
568,0.000000,0.000000,0.0000,0.0000,0.0000
573,0.000000,0.000000,0.0000,0.0000,0.0000
578,0.000000,0.000000,0.0000,0.0000,0.0000
583,0.000000,0.000000,0.0000,0.0000,0.0000
587,0.000000,0.000000,0.0000,0.0000,0.0000
592,0.000000,0.000000,0.0000,0.0000,0.0000
597,0.000000,0.000000,0.0000,0.0000,0.0000
601,0.000000,0.000000,0.0000,0.0000,0.0000
